Proclass,Supplier,Directorate,Cost Centre,Account Code,Transaction Date,Amount
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,921.04
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,921.04
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,921.04
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,1103.76
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,1139.39
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,1139.39
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,1139.39
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,1139.39
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,10/01/2021,1667.4
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,10/01/2021,1715.04
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,1778.56
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,1873.84
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,10/01/2021,2096.16
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,10/01/2021,2207.52
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,10/01/2021,3176
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,-1102.36
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,500.16
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,500.22
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,500.22
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,500.22
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,500.22
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,512.13
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,524.16
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,524.16
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,524.16
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,547.86
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,547.86
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,547.86
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,547.86
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,551.88
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,555.8
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,559.68
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,563.74
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,563.74
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,563.74
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,563.74
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,571.68
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,571.68
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,571.68
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,571.68
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,579.62
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,579.62
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,579.62
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,579.62
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,580.41
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,580.41
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,580.41
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,580.41
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,582.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,582.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,582.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,582.8
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,600.6
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,611.38
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,611.38
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,611.38
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,611.38
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,634.41
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,634.41
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,634.41
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,634.41
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,640.64
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,640.64
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,640.64
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,643.14
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,643.14
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,643.14
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,643.14
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,655.2
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,655.2
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,666.96
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,674.9
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,674.9
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,674.9
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,674.9
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,714.6
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,714.6
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,720.72
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,738.42
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,738.42
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,738.42
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,738.42
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,746.36
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,762.24
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,762.24
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,762.24
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,762.24
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,794
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,794
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,794
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,794
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,798.63
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,800.8
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,800.8
Adult Day Care,Life Path Trust Ltd,People,LD Day Care / Day Services,Other agencies,13/12/2020,800.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,817.82
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,817.82
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,817.82
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,817.82
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,818.24
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,856.32
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,865.46
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,865.46
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,865.46
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,865.46
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,897.22
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,897.22
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,897.22
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,897.22
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,938.98
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,938.98
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,938.98
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,938.98
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,949.76
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,952.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,952.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,952.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,952.8
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,984.56
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,984.56
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,984.56
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,984.56
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1020.29
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1020.29
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1020.29
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1020.29
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1032.2
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1032.2
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1032.2
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1032.2
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1063.96
Domiciliary Care,Life Path Trust Ltd,People,OP Home Care,Other agencies,13/12/2020,1103.76
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1144.95
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1144.95
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1144.95
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1144.95
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1151.3
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1151.3
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1151.3
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1151.3
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1357.74
Domiciliary Care,Life Path Trust Ltd,People,LD Home Care,Other agencies,13/12/2020,1357.74
